"DATE_TIME";"1__1_4550_002_A___Actual_Valve_Position";"1__1_4550_003_A___Desired_Valve_Position";"1__1_4550_102_B___Actual_Valve_Position";"1__1_4550_103_B___Desired_Valve_Position"
"2025-05-19 11:57:16 463000us";62.00;62.40;61.60;62.00
"2025-05-19 11:57:16 563000us";62.00;62.00;62.00;61.60
"2025-05-19 11:57:16 663000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:16 763000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:16 863000us";62.00;62.00;62.00;61.60
"2025-05-19 11:57:16 963000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:17 063000us";61.60;62.00;62.00;61.60
"2025-05-19 11:57:17 163000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:17 263000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:17 363000us";62.00;62.40;62.00;62.40
"2025-05-19 11:57:17 463000us";62.00;62.00;62.40;62.00
"2025-05-19 11:57:17 563000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:17 663000us";62.00;62.00;62.00;61.60
"2025-05-19 11:57:17 763000us";61.60;62.40;61.60;62.00
"2025-05-19 11:57:17 863000us";62.00;62.40;62.00;62.80
"2025-05-19 11:57:17 963000us";62.00;62.00;62.40;62.00
"2025-05-19 11:57:18 063000us";62.00;62.00;62.00;61.60
"2025-05-19 11:57:18 163000us";62.00;62.40;61.60;62.00
"2025-05-19 11:57:18 263000us";61.60;62.00;62.00;62.00
"2025-05-19 11:57:18 363000us";61.60;62.00;61.60;62.00
"2025-05-19 11:57:18 463000us";62.00;62.00;62.00;61.60
"2025-05-19 11:57:18 563000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:18 663000us";61.60;61.60;61.60;62.00
"2025-05-19 11:57:18 763000us";61.60;61.60;61.60;61.20
"2025-05-19 11:57:18 863000us";61.60;62.00;61.20;62.00
"2025-05-19 11:57:18 963000us";61.60;62.00;62.00;61.60
"2025-05-19 11:57:19 063000us";61.60;62.00;61.60;62.00
"2025-05-19 11:57:19 163000us";62.00;61.60;62.00;61.60
"2025-05-19 11:57:19 263000us";61.60;61.60;61.60;61.20
"2025-05-19 11:57:19 363000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:19 463000us";61.60;61.20;61.20;61.60
"2025-05-19 11:57:19 563000us";61.60;60.80;61.20;60.80
"2025-05-19 11:57:19 663000us";61.20;60.80;60.80;60.80
"2025-05-19 11:57:19 763000us";60.80;61.20;60.80;60.80
"2025-05-19 11:57:19 863000us";61.20;61.20;60.80;61.20
"2025-05-19 11:57:19 963000us";61.20;60.80;61.20;60.80
"2025-05-19 11:57:20 063000us";61.20;61.20;60.80;61.20
"2025-05-19 11:57:20 163000us";60.80;61.20;61.20;60.80
"2025-05-19 11:57:20 263000us";61.20;61.20;61.20;61.20
"2025-05-19 11:57:20 363000us";61.20;61.20;61.20;60.80
"2025-05-19 11:57:20 463000us";61.20;61.20;60.80;60.80
"2025-05-19 11:57:20 563000us";60.80;60.80;61.20;61.20
"2025-05-19 11:57:20 663000us";60.80;60.40;60.80;60.40
"2025-05-19 11:57:20 763000us";60.80;60.40;60.40;60.00
"2025-05-19 11:57:20 863000us";60.40;60.80;60.00;60.00
"2025-05-19 11:57:20 963000us";60.40;60.80;60.40;60.80
"2025-05-19 11:57:21 063000us";60.80;60.80;60.80;60.40
"2025-05-19 11:57:21 163000us";60.80;60.40;60.80;60.40
"2025-05-19 11:57:21 263000us";60.80;60.80;60.40;60.00
"2025-05-19 11:57:21 363000us";60.80;61.20;60.40;60.80
"2025-05-19 11:57:21 463000us";60.80;61.20;61.20;60.40
"2025-05-19 11:57:21 563000us";61.20;61.20;61.20;60.80
"2025-05-19 11:57:21 663000us";61.20;61.20;60.80;60.80
"2025-05-19 11:57:21 763000us";61.20;61.60;61.20;61.60
"2025-05-19 11:57:21 863000us";61.20;61.60;61.60;61.20
"2025-05-19 11:57:21 963000us";61.60;61.20;61.60;61.60
"2025-05-19 11:57:22 063000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:22 163000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:22 263000us";61.60;62.00;62.00;61.60
"2025-05-19 11:57:22 363000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:22 463000us";62.40;62.40;62.00;62.00
"2025-05-19 11:57:22 563000us";62.00;62.40;62.40;62.00
"2025-05-19 11:57:22 663000us";62.40;62.80;62.00;62.40
"2025-05-19 11:57:22 763000us";62.80;62.40;62.40;62.40
"2025-05-19 11:57:22 863000us";62.80;62.80;62.40;62.40
"2025-05-19 11:57:22 963000us";62.40;62.80;62.40;62.40
"2025-05-19 11:57:23 063000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:23 163000us";62.40;62.40;62.40;62.80
"2025-05-19 11:57:23 263000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:23 363000us";62.40;62.80;62.40;62.40
"2025-05-19 11:57:23 463000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:23 563000us";62.40;62.00;62.40;62.40
"2025-05-19 11:57:23 663000us";62.40;62.80;62.40;62.40
"2025-05-19 11:57:23 763000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:23 863000us";62.00;62.40;62.40;62.40
"2025-05-19 11:57:23 963000us";62.40;62.00;62.40;62.00
"2025-05-19 11:57:24 063000us";62.40;62.40;62.00;62.40
"2025-05-19 11:57:24 163000us";62.40;62.80;62.40;62.80
"2025-05-19 11:57:24 263000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:24 363000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:24 463000us";62.40;62.40;62.00;62.00
"2025-05-19 11:57:24 563000us";62.00;62.40;62.00;62.40
"2025-05-19 11:57:24 663000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:24 763000us";62.00;62.40;62.00;62.00
"2025-05-19 11:57:24 863000us";62.00;62.40;62.00;62.00
"2025-05-19 11:57:24 963000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:25 063000us";61.60;62.00;62.00;62.00
"2025-05-19 11:57:25 163000us";61.60;61.60;62.00;62.00
"2025-05-19 11:57:25 263000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:25 363000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:25 463000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:25 563000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:25 663000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:25 763000us";61.60;61.60;61.20;61.60
"2025-05-19 11:57:25 863000us";61.20;61.60;61.60;61.60
"2025-05-19 11:57:25 963000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:26 063000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:26 163000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:26 263000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:26 363000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:26 463000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:26 563000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:26 663000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:26 763000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:26 863000us";62.00;62.00;62.00;61.60
"2025-05-19 11:57:26 963000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:27 063000us";61.60;62.00;62.00;62.00
"2025-05-19 11:57:27 163000us";61.60;62.00;62.00;61.60
"2025-05-19 11:57:27 263000us";62.00;62.40;62.00;62.40
"2025-05-19 11:57:27 363000us";62.00;62.00;62.00;62.40
"2025-05-19 11:57:27 463000us";62.00;62.40;62.00;62.00
"2025-05-19 11:57:27 563000us";62.00;62.00;62.40;62.00
"2025-05-19 11:57:27 663000us";62.00;62.80;62.00;62.00
"2025-05-19 11:57:27 763000us";62.40;62.40;62.00;62.40
"2025-05-19 11:57:27 863000us";62.40;62.00;62.00;62.00
"2025-05-19 11:57:27 963000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:28 063000us";62.40;62.40;62.00;62.00
"2025-05-19 11:57:28 163000us";62.40;62.00;62.00;62.00
"2025-05-19 11:57:28 263000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:28 363000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:28 463000us";62.40;62.00;62.00;62.00
"2025-05-19 11:57:28 563000us";62.40;62.40;62.00;62.40
"2025-05-19 11:57:28 663000us";62.00;62.00;62.40;62.00
"2025-05-19 11:57:28 763000us";62.00;62.80;62.40;62.40
"2025-05-19 11:57:28 863000us";62.80;62.40;62.80;62.40
"2025-05-19 11:57:28 963000us";62.80;62.40;62.00;62.40
"2025-05-19 11:57:29 063000us";62.40;62.00;62.00;62.00
"2025-05-19 11:57:29 163000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:29 263000us";62.40;62.00;62.00;61.60
"2025-05-19 11:57:29 363000us";62.00;62.40;62.00;62.40
"2025-05-19 11:57:29 463000us";62.40;61.60;62.00;62.00
"2025-05-19 11:57:29 563000us";62.00;62.00;61.60;61.60
"2025-05-19 11:57:29 663000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:29 763000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:29 863000us";62.00;61.60;61.60;61.60
"2025-05-19 11:57:29 963000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:30 063000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:30 163000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:30 263000us";62.00;62.00;61.60;61.60
"2025-05-19 11:57:30 363000us";62.00;62.00;61.60;61.60
"2025-05-19 11:57:30 463000us";62.00;62.00;61.60;61.60
"2025-05-19 11:57:30 563000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:30 663000us";62.00;61.60;61.60;61.60
"2025-05-19 11:57:30 763000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:30 863000us";62.00;62.00;61.60;61.60
"2025-05-19 11:57:30 963000us";61.60;61.60;61.60;62.00
"2025-05-19 11:57:31 063000us";62.00;61.60;62.00;61.60
"2025-05-19 11:57:31 163000us";61.60;62.00;62.00;61.60
"2025-05-19 11:57:31 263000us";61.60;62.00;62.00;61.60
"2025-05-19 11:57:31 363000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:31 463000us";62.00;61.60;62.00;62.00
"2025-05-19 11:57:31 563000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:31 663000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:31 763000us";61.60;62.00;62.00;62.00
"2025-05-19 11:57:31 863000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:31 963000us";62.00;62.40;62.00;62.00
"2025-05-19 11:57:32 063000us";62.00;62.40;62.40;62.40
"2025-05-19 11:57:32 163000us";62.00;62.40;62.40;62.40
"2025-05-19 11:57:32 263000us";62.00;62.40;62.00;62.40
"2025-05-19 11:57:32 363000us";62.40;62.40;62.40;62.00
"2025-05-19 11:57:32 463000us";62.40;62.80;62.40;62.40
"2025-05-19 11:57:32 563000us";62.00;62.40;62.40;62.40
"2025-05-19 11:57:32 663000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:32 763000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:32 863000us";62.00;62.40;62.40;62.00
"2025-05-19 11:57:32 963000us";62.00;62.80;62.40;62.80
"2025-05-19 11:57:33 063000us";62.40;62.00;62.40;62.40
"2025-05-19 11:57:33 163000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:33 263000us";62.00;62.40;62.40;62.00
"2025-05-19 11:57:33 363000us";62.00;62.40;62.40;62.40
"2025-05-19 11:57:33 463000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:33 563000us";62.40;62.80;62.40;62.80
"2025-05-19 11:57:33 663000us";62.40;62.80;62.80;62.40
"2025-05-19 11:57:33 763000us";62.00;62.40;62.80;62.80
"2025-05-19 11:57:33 863000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:33 963000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:34 063000us";62.00;62.80;62.40;62.40
"2025-05-19 11:57:34 163000us";62.00;62.40;62.40;62.80
"2025-05-19 11:57:34 263000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:34 363000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:34 463000us";62.00;62.40;62.00;62.00
"2025-05-19 11:57:34 563000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:34 663000us";62.40;62.40;62.00;62.40
"2025-05-19 11:57:34 763000us";62.00;61.60;62.00;62.00
"2025-05-19 11:57:34 863000us";61.60;62.40;62.00;62.00
"2025-05-19 11:57:34 963000us";61.60;62.00;61.60;62.00
"2025-05-19 11:57:35 063000us";62.00;62.00;62.00;61.60
"2025-05-19 11:57:35 163000us";62.00;62.00;61.60;61.60
"2025-05-19 11:57:35 263000us";61.60;62.00;62.00;61.60
"2025-05-19 11:57:35 363000us";61.60;61.60;62.00;62.00
"2025-05-19 11:57:35 463000us";61.60;62.00;62.00;62.00
"2025-05-19 11:57:35 563000us";62.00;61.60;62.00;61.60
"2025-05-19 11:57:35 663000us";61.60;62.00;61.60;62.00
"2025-05-19 11:57:35 763000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:35 863000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:35 963000us";61.60;61.60;61.60;61.20
"2025-05-19 11:57:36 063000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:36 163000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:36 263000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:36 363000us";61.60;61.20;61.60;61.20
"2025-05-19 11:57:36 463000us";61.60;61.60;61.20;61.20
"2025-05-19 11:57:36 563000us";61.60;61.60;61.20;61.60
"2025-05-19 11:57:36 663000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:36 763000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:36 863000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:36 963000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:37 063000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:37 163000us";62.00;61.60;62.00;61.60
"2025-05-19 11:57:37 263000us";61.60;62.00;61.60;62.00
"2025-05-19 11:57:37 363000us";62.00;62.00;62.00;61.60
"2025-05-19 11:57:37 463000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:37 563000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:37 663000us";62.00;62.40;62.00;62.00
"2025-05-19 11:57:37 763000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:37 863000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:37 963000us";62.40;62.40;62.00;62.00
"2025-05-19 11:57:38 063000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:38 163000us";62.00;62.40;62.00;62.00
"2025-05-19 11:57:38 263000us";62.40;62.00;62.00;62.00
"2025-05-19 11:57:38 363000us";62.40;62.40;62.00;62.00
"2025-05-19 11:57:38 463000us";62.00;62.40;62.00;62.40
"2025-05-19 11:57:38 563000us";62.40;62.40;62.00;62.40
"2025-05-19 11:57:38 663000us";62.80;62.80;62.00;62.80
"2025-05-19 11:57:38 763000us";62.80;62.40;62.80;62.40
"2025-05-19 11:57:38 863000us";62.40;62.80;62.40;62.40
"2025-05-19 11:57:38 963000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:39 063000us";62.80;62.40;62.40;62.40
"2025-05-19 11:57:39 163000us";62.80;62.80;62.40;62.40
"2025-05-19 11:57:39 263000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:39 363000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:39 463000us";62.40;62.00;62.00;62.00
"2025-05-19 11:57:39 563000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:39 663000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:39 763000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:39 863000us";61.60;61.60;62.00;61.60
"2025-05-19 11:57:39 963000us";61.60;61.60;61.60;61.20
"2025-05-19 11:57:40 063000us";61.60;61.60;61.20;61.60
"2025-05-19 11:57:40 163000us";61.20;61.60;61.60;61.60
"2025-05-19 11:57:40 263000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:40 363000us";61.20;61.60;61.20;60.80
"2025-05-19 11:57:40 463000us";61.60;62.00;61.20;62.00
"2025-05-19 11:57:40 563000us";61.20;61.20;61.60;60.80
"2025-05-19 11:57:40 663000us";61.60;61.60;61.20;61.60
"2025-05-19 11:57:40 763000us";61.20;61.60;61.20;61.20
"2025-05-19 11:57:40 863000us";61.20;61.60;61.20;61.60
"2025-05-19 11:57:40 963000us";61.20;61.60;61.60;61.20
"2025-05-19 11:57:41 063000us";61.20;61.60;61.60;61.20
"2025-05-19 11:57:41 163000us";61.20;61.60;61.60;61.20
"2025-05-19 11:57:41 263000us";61.20;61.60;61.20;61.60
"2025-05-19 11:57:41 363000us";61.20;61.60;61.60;61.60
"2025-05-19 11:57:41 463000us";61.20;61.60;61.60;61.60
"2025-05-19 11:57:41 563000us";61.20;61.60;61.60;61.60
"2025-05-19 11:57:41 663000us";61.60;61.20;61.20;61.20
"2025-05-19 11:57:41 763000us";61.20;61.60;61.20;61.20
"2025-05-19 11:57:41 863000us";61.20;61.20;60.80;61.20
"2025-05-19 11:57:41 963000us";61.20;61.60;61.20;61.20
"2025-05-19 11:57:42 063000us";61.20;61.20;61.20;61.60
"2025-05-19 11:57:42 163000us";61.20;61.20;61.20;61.20
"2025-05-19 11:57:42 263000us";61.20;61.60;61.20;61.20
"2025-05-19 11:57:42 363000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:42 463000us";61.60;61.60;61.20;61.60
"2025-05-19 11:57:42 563000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:42 663000us";62.00;62.40;62.00;62.40
"2025-05-19 11:57:42 763000us";62.00;62.40;62.40;62.00
"2025-05-19 11:57:42 863000us";62.40;62.40;62.00;62.80
"2025-05-19 11:57:42 963000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:43 063000us";62.80;62.40;62.40;62.40
"2025-05-19 11:57:43 163000us";62.80;63.20;62.40;62.80
"2025-05-19 11:57:43 263000us";62.80;62.80;62.80;62.80
"2025-05-19 11:57:43 363000us";62.80;62.80;62.80;62.80
"2025-05-19 11:57:43 463000us";62.80;62.80;62.80;62.40
"2025-05-19 11:57:43 563000us";62.80;62.80;62.40;62.40
"2025-05-19 11:57:43 663000us";62.80;62.80;62.40;62.80
"2025-05-19 11:57:43 763000us";62.80;62.40;62.80;62.40
"2025-05-19 11:57:43 863000us";62.40;62.40;62.40;62.00
"2025-05-19 11:57:43 963000us";62.80;62.80;62.00;62.40
"2025-05-19 11:57:44 063000us";62.80;62.40;62.40;62.40
"2025-05-19 11:57:44 163000us";62.40;62.00;62.00;62.00
"2025-05-19 11:57:44 263000us";62.40;62.00;62.00;62.00
"2025-05-19 11:57:44 363000us";62.40;62.00;61.60;61.60
"2025-05-19 11:57:44 463000us";62.00;62.00;61.60;62.40
"2025-05-19 11:57:44 563000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:44 663000us";62.00;62.00;62.00;61.60
"2025-05-19 11:57:44 763000us";62.00;62.00;61.60;61.60
"2025-05-19 11:57:44 863000us";62.00;61.60;61.60;61.60
"2025-05-19 11:57:44 963000us";61.20;61.20;61.20;61.20
"2025-05-19 11:57:45 063000us";61.20;61.60;61.20;61.20
"2025-05-19 11:57:45 163000us";61.20;61.20;61.60;60.80
"2025-05-19 11:57:45 263000us";61.20;61.20;61.20;61.20
"2025-05-19 11:57:45 363000us";61.20;60.80;60.80;61.20
"2025-05-19 11:57:45 463000us";61.20;60.80;60.80;60.80
"2025-05-19 11:57:45 563000us";60.80;61.20;60.80;60.80
"2025-05-19 11:57:45 663000us";60.80;60.80;60.80;60.80
"2025-05-19 11:57:45 763000us";60.80;60.40;60.80;60.80
"2025-05-19 11:57:45 863000us";60.80;60.00;60.40;60.00
"2025-05-19 11:57:45 963000us";60.80;60.80;60.40;60.40
"2025-05-19 11:57:46 063000us";60.80;60.80;60.40;60.80
"2025-05-19 11:57:46 163000us";60.80;60.80;60.80;60.80
"2025-05-19 11:57:46 263000us";60.80;60.80;60.80;60.80
"2025-05-19 11:57:46 363000us";60.80;60.80;60.40;60.80
"2025-05-19 11:57:46 463000us";60.80;60.80;60.80;60.80
"2025-05-19 11:57:46 563000us";60.80;60.80;60.80;60.80
"2025-05-19 11:57:46 663000us";60.80;60.80;60.80;60.80
"2025-05-19 11:57:46 763000us";60.80;61.20;60.80;60.80
"2025-05-19 11:57:46 863000us";61.20;61.20;61.20;61.20
"2025-05-19 11:57:46 963000us";60.80;60.80;61.20;60.80
"2025-05-19 11:57:47 063000us";60.80;61.20;60.80;60.80
"2025-05-19 11:57:47 163000us";61.20;61.60;61.20;60.80
"2025-05-19 11:57:47 263000us";60.80;61.20;61.20;61.20
"2025-05-19 11:57:47 363000us";61.20;61.20;60.80;61.20
"2025-05-19 11:57:47 463000us";61.20;61.20;60.80;61.20
"2025-05-19 11:57:47 563000us";60.80;61.60;61.20;61.20
"2025-05-19 11:57:47 663000us";60.80;61.60;61.20;61.60
"2025-05-19 11:57:47 763000us";61.20;61.60;61.60;61.20
"2025-05-19 11:57:47 863000us";61.20;62.00;61.60;61.60
"2025-05-19 11:57:47 963000us";61.20;61.60;61.60;61.60
"2025-05-19 11:57:48 063000us";61.60;61.60;61.60;62.00
"2025-05-19 11:57:48 163000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:48 263000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:48 363000us";61.60;62.00;62.00;62.00
"2025-05-19 11:57:48 463000us";62.00;61.60;62.00;62.00
"2025-05-19 11:57:48 563000us";61.60;61.20;61.60;61.60
"2025-05-19 11:57:48 663000us";62.00;61.60;61.20;61.60
"2025-05-19 11:57:48 763000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:48 863000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:48 963000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:49 063000us";61.60;61.20;61.60;61.20
"2025-05-19 11:57:49 163000us";61.20;62.00;61.20;61.60
"2025-05-19 11:57:49 263000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:49 363000us";62.00;61.60;61.60;61.60
"2025-05-19 11:57:49 463000us";61.60;61.60;61.60;61.20
"2025-05-19 11:57:49 563000us";61.60;62.00;61.20;61.60
"2025-05-19 11:57:49 663000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:49 763000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:49 863000us";61.60;61.60;61.60;61.20
"2025-05-19 11:57:49 963000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:50 063000us";62.00;61.60;61.60;61.60
"2025-05-19 11:57:50 163000us";62.00;61.60;61.60;61.60
"2025-05-19 11:57:50 263000us";61.60;61.60;61.60;61.20
"2025-05-19 11:57:50 363000us";61.60;62.00;61.20;61.60
"2025-05-19 11:57:50 463000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:50 563000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:50 663000us";62.00;61.60;62.00;61.20
"2025-05-19 11:57:50 763000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:50 863000us";61.60;61.60;62.00;61.60
"2025-05-19 11:57:50 963000us";62.00;61.60;61.60;61.60
"2025-05-19 11:57:51 063000us";62.00;61.60;61.60;61.20
"2025-05-19 11:57:51 163000us";61.60;61.60;61.20;61.60
"2025-05-19 11:57:51 263000us";61.60;62.00;61.60;62.00
"2025-05-19 11:57:51 363000us";62.00;61.60;62.00;61.60
"2025-05-19 11:57:51 463000us";62.00;62.00;62.00;61.60
"2025-05-19 11:57:51 563000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:51 663000us";61.60;62.00;61.60;62.00
"2025-05-19 11:57:51 763000us";62.00;61.60;61.60;61.60
"2025-05-19 11:57:51 863000us";62.00;62.40;61.60;61.60
"2025-05-19 11:57:51 963000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:52 063000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:52 163000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:52 263000us";61.60;61.60;61.60;61.60
"2025-05-19 11:57:52 363000us";61.60;62.00;61.60;62.00
"2025-05-19 11:57:52 463000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:52 563000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:52 663000us";61.60;62.00;61.60;61.60
"2025-05-19 11:57:52 763000us";62.00;62.00;61.60;62.00
"2025-05-19 11:57:52 863000us";61.60;62.40;62.00;62.00
"2025-05-19 11:57:52 963000us";62.00;62.40;62.40;62.40
"2025-05-19 11:57:53 063000us";62.00;62.40;62.40;62.00
"2025-05-19 11:57:53 163000us";62.00;62.40;62.00;62.80
"2025-05-19 11:57:53 263000us";62.00;62.80;62.40;62.40
"2025-05-19 11:57:53 363000us";62.40;62.40;62.80;62.40
"2025-05-19 11:57:53 463000us";62.40;63.20;62.40;62.80
"2025-05-19 11:57:53 563000us";62.40;62.80;62.80;62.80
"2025-05-19 11:57:53 663000us";62.80;62.80;62.80;62.80
"2025-05-19 11:57:53 763000us";62.80;62.80;62.80;62.80
"2025-05-19 11:57:53 863000us";62.80;63.20;62.80;62.80
"2025-05-19 11:57:53 963000us";62.80;62.80;62.80;63.20
"2025-05-19 11:57:54 063000us";62.40;62.80;62.80;62.80
"2025-05-19 11:57:54 163000us";62.80;62.80;62.80;62.80
"2025-05-19 11:57:54 263000us";62.80;62.80;62.80;62.80
"2025-05-19 11:57:54 363000us";62.80;63.20;62.80;62.80
"2025-05-19 11:57:54 463000us";62.80;62.80;62.80;62.80
"2025-05-19 11:57:54 563000us";62.80;62.80;62.80;62.80
"2025-05-19 11:57:54 663000us";62.80;62.80;62.80;62.80
"2025-05-19 11:57:54 763000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:54 863000us";62.40;62.40;62.40;62.80
"2025-05-19 11:57:54 963000us";62.40;62.40;62.40;62.40
"2025-05-19 11:57:55 063000us";62.40;62.80;62.40;62.40
"2025-05-19 11:57:55 163000us";62.40;62.00;62.00;62.40
"2025-05-19 11:57:55 263000us";62.00;62.00;61.60;61.60
"2025-05-19 11:57:55 363000us";62.00;62.40;62.00;62.00
"2025-05-19 11:57:55 463000us";62.00;62.40;62.00;62.00
"2025-05-19 11:57:55 563000us";62.00;62.40;62.00;62.40
"2025-05-19 11:57:55 663000us";62.00;62.00;62.00;61.60
"2025-05-19 11:57:55 763000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:55 863000us";62.00;62.40;62.00;62.00
"2025-05-19 11:57:55 963000us";62.00;62.00;62.00;62.40
"2025-05-19 11:57:56 063000us";62.00;61.60;62.00;62.00
"2025-05-19 11:57:56 163000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:56 263000us";62.00;62.40;62.00;62.00
"2025-05-19 11:57:56 363000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:56 463000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:56 563000us";62.00;61.60;62.00;61.60
"2025-05-19 11:57:56 663000us";62.00;62.40;62.00;62.00
"2025-05-19 11:57:56 763000us";62.00;62.40;62.00;62.00
"2025-05-19 11:57:56 863000us";62.00;61.60;62.00;61.60
"2025-05-19 11:57:56 963000us";62.00;62.00;62.00;62.00
"2025-05-19 11:57:57 063000us";62.00;62.00;62.00;61.60
"2025-05-19 11:57:57 163000us";62.00;62.00;61.60;62.00
